Week Ending Date,State,Observed Number,Upper Bound Threshold,Exceeds Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Year,Total Excess Lower Estimate in 2020,Total Excess Higher Estimate in 2020,Percent Excess Lower Estimate,Percent Excess Higher Estimate,Type,Outcome,Suppress,Note
2018-04-28,Colorado,755,837,false,774,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-05-05,Colorado,709,833,false,769,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-05-12,Colorado,793,821,false,759,0,34,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-05-19,Colorado,682,807,false,745,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-05-26,Colorado,718,799,false,737,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-02,Colorado,709,794,false,733,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-09,Colorado,681,792,false,730,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-16,Colorado,713,785,false,723,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-23,Colorado,699,787,false,725,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-30,Colorado,664,784,false,723,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-07-07,Colorado,702,778,false,717,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-07-14,Colorado,711,780,false,718,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-07-21,Colorado,686,779,false,716,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-07-28,Colorado,694,772,false,709,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-08-04,Colorado,699,772,false,711,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-08-11,Colorado,731,774,false,713,0,18,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-08-18,Colorado,732,776,false,714,0,18,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-08-25,Colorado,739,776,false,714,0,25,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-09-01,Colorado,721,787,false,722,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-09-08,Colorado,689,786,false,723,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-09-15,Colorado,707,783,false,721,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-09-22,Colorado,738,791,false,729,0,9,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-09-29,Colorado,699,798,false,735,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-10-06,Colorado,760,805,false,739,0,21,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-10-13,Colorado,736,812,false,746,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-10-20,Colorado,721,816,false,752,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-10-27,Colorado,769,817,false,755,0,14,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-11-03,Colorado,724,823,false,760,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-11-10,Colorado,706,826,false,761,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-11-17,Colorado,767,830,false,764,0,3,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-11-24,Colorado,772,838,false,773,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-12-01,Colorado,796,845,false,779,0,17,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-12-08,Colorado,731,848,false,784,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-12-15,Colorado,787,861,false,795,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-12-22,Colorado,767,882,false,813,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-12-29,Colorado,765,895,false,827,0,0,2018,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-01-05,Colorado,836,907,false,839,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-01-12,Colorado,831,908,false,841,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-01-19,Colorado,827,911,false,844,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-01-26,Colorado,768,905,false,838,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-02-02,Colorado,783,894,false,827,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-02-09,Colorado,794,886,false,821,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-02-16,Colorado,853,884,false,819,0,34,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-02-23,Colorado,810,873,false,809,0,1,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-03-02,Colorado,812,869,false,806,0,6,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-03-09,Colorado,840,871,false,807,0,33,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-03-16,Colorado,819,865,false,802,0,17,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-03-23,Colorado,809,867,false,803,0,6,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-03-30,Colorado,782,862,false,801,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-04-06,Colorado,747,860,false,799,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-04-13,Colorado,804,850,false,789,0,15,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-04-20,Colorado,757,845,false,784,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-04-27,Colorado,726,838,false,778,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-05-04,Colorado,781,827,false,767,0,14,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-05-11,Colorado,716,813,false,755,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-05-18,Colorado,768,801,false,742,0,26,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-05-25,Colorado,801,795,true,735,6,66,2019,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-06-01,Colorado,765,785,false,728,0,37,2019,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-06-08,Colorado,792,785,true,728,7,64,2019,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-06-15,Colorado,714,777,false,720,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-06-22,Colorado,748,781,false,723,0,25,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-06-29,Colorado,723,779,false,720,0,3,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-07-06,Colorado,740,772,false,716,0,24,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-07-13,Colorado,706,773,false,718,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-07-20,Colorado,703,776,false,720,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-07-27,Colorado,713,778,false,720,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-08-03,Colorado,765,777,false,719,0,46,2019,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-08-10,Colorado,687,777,false,721,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-08-17,Colorado,701,780,false,722,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-08-24,Colorado,741,780,false,723,0,18,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-08-31,Colorado,699,787,false,728,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-09-07,Colorado,774,788,false,728,0,46,2019,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-09-14,Colorado,733,782,false,727,0,6,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-09-21,Colorado,747,791,false,734,0,13,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-09-28,Colorado,712,799,false,742,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-10-05,Colorado,730,803,false,744,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-10-12,Colorado,769,810,false,750,0,19,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-10-19,Colorado,817,812,true,754,5,63,2019,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-10-26,Colorado,792,810,false,754,0,38,2019,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2019-11-02,Colorado,752,812,false,755,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-11-09,Colorado,788,820,false,762,0,26,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-11-16,Colorado,795,820,false,759,0,36,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-11-23,Colorado,763,827,false,768,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-11-30,Colorado,739,836,false,777,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-12-07,Colorado,750,841,false,783,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-12-14,Colorado,785,854,false,792,0,0,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-12-21,Colorado,807,862,false,800,0,7,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2019-12-28,Colorado,842,885,false,822,0,20,2019,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2020-01-04,Colorado,854,895,false,831,0,23,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2020-01-11,Colorado,873,896,false,835,0,38,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2020-01-18,Colorado,853,903,false,839,0,14,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2020-01-25,Colorado,857,895,false,831,0,26,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2020-02-01,Colorado,795,890,false,826,0,0,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2020-02-08,Colorado,849,889,false,825,0,24,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-02-15,Colorado,812,883,false,822,0,0,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-02-22,Colorado,885,881,true,821,4,64,2020,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-02-29,Colorado,849,886,false,825,0,24,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-03-07,Colorado,828,882,false,821,0,7,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-03-14,Colorado,824,880,false,817,0,7,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-03-21,Colorado,882,875,true,814,7,68,2020,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-03-28,Colorado,819,871,false,811,0,8,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-04-04,Colorado,844,861,false,803,0,41,2020,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-04-11,Colorado,891,854,true,794,37,97,2020,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-04-18,Colorado,893,848,true,788,45,105,2020,99,657,0.1,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-04-25,Colorado,852,846,true,785,6,67,2020,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
2020-05-02,Colorado,817,837,false,777,0,40,2020,99,657,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
2020-05-09,Colorado,774,828,false,770,0,4,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-16,Colorado,795,819,false,763,0,32,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-23,Colorado,761,816,false,757,0,4,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-05-30,Colorado,758,809,false,750,0,8,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-06-06,Colorado,760,803,false,746,0,14,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-06-13,Colorado,748,793,false,736,0,12,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2020-06-20,Colorado,756,779,false,726,0,30,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
2020-06-27,Colorado,597,786,false,730,0,0,2020,99,657,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
2017-01-14,Connecticut,662,701,false,635,0,27,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-01-21,Connecticut,694,717,false,650,0,44,2017,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-01-28,Connecticut,654,728,false,662,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-02-04,Connecticut,665,724,false,659,0,6,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-02-11,Connecticut,733,721,true,656,12,77,2017,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-02-18,Connecticut,677,725,false,663,0,14,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-02-25,Connecticut,678,718,false,655,0,23,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-03-04,Connecticut,614,709,false,647,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-03-11,Connecticut,641,705,false,642,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-03-18,Connecticut,596,697,false,633,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-03-25,Connecticut,628,681,false,620,0,8,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-04-01,Connecticut,643,679,false,618,0,25,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-04-08,Connecticut,657,680,false,620,0,37,2017,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-04-15,Connecticut,632,675,false,614,0,18,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-04-22,Connecticut,602,670,false,608,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-04-29,Connecticut,617,663,false,605,0,12,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-05-06,Connecticut,541,651,false,592,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-05-13,Connecticut,561,639,false,581,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-05-20,Connecticut,559,629,false,571,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-05-27,Connecticut,580,629,false,568,0,12,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-06-03,Connecticut,589,620,false,562,0,27,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-06-10,Connecticut,575,619,false,560,0,15,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-06-17,Connecticut,582,616,false,558,0,24,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-06-24,Connecticut,606,623,false,564,0,42,2017,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-07-01,Connecticut,568,623,false,562,0,6,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-07-08,Connecticut,550,613,false,556,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-07-15,Connecticut,552,613,false,553,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-07-22,Connecticut,571,612,false,553,0,18,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-07-29,Connecticut,555,603,false,544,0,11,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-08-05,Connecticut,582,600,false,541,0,41,2017,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-08-12,Connecticut,531,604,false,545,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-08-19,Connecticut,528,608,false,548,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-08-26,Connecticut,540,607,false,546,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-09-02,Connecticut,536,611,false,550,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-09-09,Connecticut,567,609,false,550,0,17,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-09-16,Connecticut,601,609,false,550,0,51,2017,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-09-23,Connecticut,563,622,false,560,0,3,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-09-30,Connecticut,545,625,false,564,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-10-07,Connecticut,599,639,false,576,0,23,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-10-14,Connecticut,608,645,false,584,0,24,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-10-21,Connecticut,565,652,false,592,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-10-28,Connecticut,542,659,false,595,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-11-04,Connecticut,598,671,false,607,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-11-11,Connecticut,595,676,false,611,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-11-18,Connecticut,647,677,false,612,0,35,2017,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-11-25,Connecticut,590,672,false,610,0,0,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-12-02,Connecticut,626,676,false,611,0,15,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2017-12-09,Connecticut,677,677,false,611,0,66,2017,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-12-16,Connecticut,644,672,false,608,0,36,2017,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-12-23,Connecticut,670,680,false,617,0,53,2017,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2017-12-30,Connecticut,662,697,false,633,0,29,2017,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-01-06,Connecticut,692,708,false,641,0,51,2018,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2018-01-13,Connecticut,793,713,true,648,80,145,2018,314,625,0.1,0.2,Predicted (weighted),"All causes, excluding COVID-19",,
2018-01-20,Connecticut,685,724,false,658,0,27,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-01-27,Connecticut,672,736,false,670,0,2,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-02-03,Connecticut,656,739,false,672,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-02-10,Connecticut,671,741,false,672,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-02-17,Connecticut,639,741,false,674,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-02-24,Connecticut,632,735,false,670,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-03-03,Connecticut,630,717,false,655,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-03-10,Connecticut,617,712,false,648,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-03-17,Connecticut,613,712,false,645,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-03-24,Connecticut,609,707,false,642,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-03-31,Connecticut,626,702,false,637,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-04-07,Connecticut,658,703,false,640,0,18,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-04-14,Connecticut,660,701,false,639,0,21,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-04-21,Connecticut,581,692,false,626,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-04-28,Connecticut,654,679,false,615,0,39,2018,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2018-05-05,Connecticut,591,666,false,603,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-05-12,Connecticut,593,651,false,590,0,3,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-05-19,Connecticut,546,644,false,584,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-05-26,Connecticut,573,645,false,582,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-02,Connecticut,534,644,false,581,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-09,Connecticut,573,639,false,578,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-16,Connecticut,543,641,false,580,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-23,Connecticut,544,640,false,579,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-06-30,Connecticut,546,643,false,579,0,0,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-07-07,Connecticut,610,638,false,575,0,35,2018,314,625,0.0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2018-07-14,Connecticut,573,633,false,571,0,2,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
2018-07-21,Connecticut,574,630,false,569,0,5,2018,314,625,0.0,0.0,Predicted (weighted),"All causes, excluding COVID-19",,
